id,name,address,type,services
99953,Posting box,"10 Andrews Avenue, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99955,Posting box,"105 Oxford Terrace, Epuni, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58231,Queensgate Central PostShop,"Shop 100, Westfield shopping Mall, Queens Drive",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,passport_and_id_photos,parcel_collection"
86003,KiwiBank ATM,"Queens Dr, Queensgate Shopping Mall",ATM,atm
65128,Kiwibank ATM (within Queensgate Mall),"Shop 100, Westfield shopping Mall, Queens Drive",ATM,atm
72358,Benedicts,"141 Dowse Drive, Maungaraki, Lower Hutt 5010",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
99965,Posting box,"141 Dowse Drive, Maungaraki, Lower Hutt",Postbox,post_a_letter_standard
60422,Maungaraki,"141 Dowse Drive, Maungaraki, Lower Hutt 5010",Postbox Lobby,box_lobby
100017,Posting box,"141 Dowse Drive, Maungaraki, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100060,Posting box,"79 Rata Street, Naenae, Lower Hutt",Postbox,post_a_letter_standard
100068,Posting box,"12 Herbert Street, Alicetown, Lower Hutt",Postbox,post_a_letter_standard
99964,Posting box,"135 Epuni Street, Epuni, Lower Hutt",Postbox,post_a_letter_standard
100045,Posting box,"411 Stokes Valley Road, Upper Hutt",Postbox,post_a_letter_standard
100031,Posting box,"25 Railway Avenue, Alicetown, Lower Hutt",Postbox,post_a_letter_standard
100029,Posting box,"237 Waterloo Road, Waterloo, Lower Hutt",Postbox,post_a_letter_standard
99962,Posting box,"128 Knights Road, Lower Hutt",Postbox,post_a_letter_standard
100117,Posting box,"316 Fergusson Drive, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100054,Posting box,"59 Laings Road, Lower Hutt",Postbox,post_a_letter_standard
100050,Posting box,"472 Hutt Road, Lower Hutt",Postbox,post_a_letter_standard
72370,Midway Dairy,"287 Waiwhetu Road, Fairfield, Lower Hutt 5011",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage"
100038,Posting box,"283 Waiwhetu Road, Fairfield, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100055,Posting box,"62 Woburn Road, Lower Hutt",Postbox,post_a_letter_standard
100051,Posting box,"48 Hautana Street, Lower Hutt",Postbox,post_a_letter_standard
100043,Posting box,"40 Oxford Terrace, Epuni, Lower Hutt",Postbox,post_a_letter_standard
100064,Posting box,"97 Victoria Street, Lower Hutt",Postbox,post_a_letter_standard
100058,Posting box,"70 Seddon Street, Naenae, Lower Hutt",Postbox,post_a_letter_standard
72671,Waterloo Bookshop,"13 Trafalgar Square, Waterloo, Lower Hutt 5011",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
99963,Posting box,"13 Trafalgar Square, Waterloo, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60568,Waterloo,"7/13 Trafalgar Square, Waterloo, Lower Hutt 5011",Postbox Lobby,box_lobby
100034,Posting box,"26 Dowse Drive, Lower Hutt",Postbox,post_a_letter_standard
100046,Posting box,"424 Cuba Street, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
86025,Masalas Superette and Lotto - Alicetown,"427 Cuba Street, Alicetown, Lower Hutt, Wellington, 5010",PostShop,"post_a_parcel,purchase_postage,post_a_letter_standard,post_a_letter_fastpost"
100044,Posting box,"402 Hutt Road, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100039,Posting box,"29 Puriri Street, Lower Hutt",Postbox,post_a_letter_standard
100052,Posting box,"57 Wai-iti Crescent, Lower Hutt",Postbox,post_a_letter_standard
100126,Posting box,"9 Camp Street, Trentham",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58290,Trentham PostShop,"9 Camp Street, Silverstream, Upper Hutt 5019",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,parcel_collection"
60135,Trentham PostShop,"9 Camp Street, Silverstream, Upper Hutt 5019",Postbox Lobby,box_lobby
100042,Posting box,"4 Udy Street, Petone, Lower Hutt",Postbox,post_a_letter_standard
100033,Posting box,"259 Riverside Drive, Central Lower Hutt, Lower Hutt",Postbox,post_a_letter_standard
102232,Posting box,"127 Cuba Street, Petone, Lower Hutt",Postbox,post_a_letter_standard
99961,Posting box,"126 Hutt Road, Petone, Lower Hutt",Postbox,post_a_letter_standard
100023,Posting box,"19 Hawkins Street, Waiwhetu, Lower Hutt",Postbox,post_a_letter_standard
100022,Posting box,"19 Galway Street, Waiwhetu, Lower Hutt",Postbox,post_a_letter_standard
100026,Posting box,"2 Korokoro Road, Korokoro, Lower Hutt",Postbox,post_a_letter_standard
99951,Posting box,"1 Wainui Road, Waiwhetu, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100120,Posting box,"520 Fergusson Drive, Upper Hutt",Postbox,post_a_letter_standard
58223,Petone PostShop,"1/207 Jackson Street, Petone, Lower Hutt 5012",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,passport_and_id_photos"
60150,Petone PostShop,"1/207 Jackson Street, Petone, Lower Hutt 5012",Postbox Lobby,box_lobby
65121,Kiwibank ATM,"1/207 Jackson Street, Petone, Lower Hutt 5012",ATM,atm
100027,Posting box,"207 Jackson Street, Petone, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99959,Posting box,"116 Jackson Street, Petone, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100059,Posting box,"74 Bell Road, Waiwhetu, Lower Hutt",Postbox,post_a_letter_standard
99957,Posting box,"111 Randwick Road, Moera, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100040,Posting box,"31 Cuba Street, Lower Hutt",Postbox,post_a_letter_standard
99870,Posting box,"69 Lakewood Avenue, Churton Park, Wellington",Postbox,post_a_letter_standard
100119,Posting box,"49 Shakespeare Avenue, Upper Hutt",Postbox,post_a_letter_standard
99879,Posting box,"69 Lakewood Avenue, Churton Park, Wellington",Postbox,post_a_letter_standard
99889,Posting box,"17 Nevis Street, Petone, Petone",Postbox,post_a_letter_fastpost
100021,Posting box,"17 Nevis Street, Petone, Lower Hutt",Postbox,post_a_letter_standard
60654,Wellington Mail Centre Box Lobby,"47 The Esplanade, Petone, Lower Hutt 5012",Postbox Lobby,"box_lobby,parcel_collection"
100121,Posting box,"575 Fergusson Drive, Upper Hutt",Postbox,post_a_letter_standard
100189,Posting box,"8 Mark Avenue, Newlands, Wellington",Postbox,post_a_letter_standard
100018,Posting box,"15 Randwick Road, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100125,Posting box,"685 Fergusson Drive, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100177,Posting box,"110 Middleton Road, Johnsonville, Wellington",Postbox,post_a_letter_standard
100188,Posting box,"52 Horokiwi Road West, Newlands, Wellington",Postbox,post_a_letter_standard
100122,Posting box,"58 Ward Street, Upper Hutt",Postbox,post_a_letter_standard
100128,Posting box,"721 Fergusson Drive, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72135,Unichem Upper Hutt Pharmacy,"723 Fergusson Drive, Elderslea, Upper Hutt 5018",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage"
60443,Newlands,"3 McMillan Court, Newlands, Wellington 6037",Postbox Lobby,box_lobby
100187,Posting box,"26 McMillan Court, Newlands, Wellington",Postbox,post_a_letter_standard
100176,Posting box,"2 Hawtrey Terrace, Johnsonville, Wellington",Postbox,post_a_letter_standard
100190,Posting box,"16 Morgan Street, Johnsonville, Wellington",Postbox,post_a_letter_standard
100178,Posting box,"10 Arthur Carmen Street, Johnsonville, Wellington",Postbox,post_a_letter_standard
100256,Posting box,"14 Gibbons Street, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100186,Posting box,"32 Chesterton Street, Johnsonville, Wellington",Postbox,post_a_letter_standard
60062,Johnsonville PostShop,"28 Johnsonville Road, Johnsonville, Wellington 6037",Postbox Lobby,box_lobby
58123,Johnsonville PostShop,"28 Johnsonville Road, Johnsonville, Wellington 6037",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,passport_and_id_photos,parcel_collection"
100175,Posting box,"28 Johnsonville Road, Johnsonville, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100185,Posting box,"111 Newlands Road, Newlands, Wellington",Postbox,post_a_letter_standard
100124,Posting box,"61 Pine Avenue, Upper Hutt",Postbox,post_a_letter_standard
100123,Posting box,"59 Main Street, Upper Hutt",Postbox,post_a_letter_standard
100174,Posting box,"57 Johnsonville Road, Johnsonville, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58404,Kiwibank ATM,"16 Broderick Road, Johnsonville, Wellington 6037",ATM,atm
100250,Posting box,"1 Geange Street, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100116,Posting box,"31 Kowhai Avenue, Upper Hutt",Postbox,post_a_letter_standard
100210,Posting box,"29 Norfolk Street, Wainuiomata",Postbox,post_a_letter_standard
100191,Posting box,"66 Broderick Road, Johnsonville, Wellington",Postbox,post_a_letter_standard
100255,Posting box,"205 Main Street, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60137,Upper Hutt Paper Plus,"4/207 Main Street, Upper Hutt 5018",Postbox Lobby,box_lobby
58294,Upper Hutt Paper Plus,"4/207 Main Street, Upper Hutt 5018",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,parcel_collection"
86004,KiwiBank ATM,"4/207 Main Street, Upper Hutt 5018",ATM,atm
100130,Posting box,"57 Main Street, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60467,Paekakariki,"11 Beach Road, Paekakariki 5034",Postbox Lobby,box_lobby
72449,Paekakariki Village Grocery Store,"11 Beach Road, Paekakariki 5034",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
100199,Posting box,"11 Beach Road, Paekakariki, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100207,Posting box,"18 Parkway, Lower Hutt",Postbox,post_a_letter_standard
72611,Totara Park Four Square,"1/1 Turon Crescent, Totara Park, Upper Hutt 5018",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery,poste_restante"
100251,Posting box,"1 Turon Crescent, Totara Park, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100127,Posting box,"70 Clouston Park Road, Maoribank, Upper Hutt",Postbox,post_a_letter_standard
100252,Posting box,"1072 Fergusson Drive, Upper Hutt",Postbox,post_a_letter_standard
100208,Posting box,"2 Cheviot Road, Lowry Bay, Wellington",Postbox,post_a_letter_standard
100247,Posting box,"4 Burma Road, Johnsonville, Wellington",Postbox,post_a_letter_standard
100205,Posting box,"159 Wainuiomata Road, Wainuiomata",Postbox,post_a_letter_standard
58304,Wainuiomata PostShop,"1/18 The Strand, Wainuiomata, Lower Hutt 5014",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,passport_and_id_photos,parcel_collection"
60213,Wainuiomata PostShop,"1/18 The Strand, Wainuiomata, Lower Hutt 5014",Postbox Lobby,box_lobby
100203,Posting box,"1 Taungata Road, York Bay, Eastbourne",Postbox,post_a_letter_standard
100067,Posting box,"15 Queens Street, Wainuiomata, Lower Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58471,Kiwibank ATM,"16 Queen Street, Petone, Lower Hutt 5012",ATM,atm
100206,Posting box,"100 Queens Drive, Wainuiomata",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100115,Posting box,"22 Mangaroa Hill Road, Maoribank, Upper Hutt",Postbox,post_a_letter_standard
100242,Posting box,"8 Station Road, Khandallah, Wellington",Postbox,post_a_letter_standard
100222,Posting box,"144 Onslow Road, Khandallah, Wellington",Postbox,post_a_letter_standard
100253,Posting box,"1193 Fergusson Drive North, Upper Hutt",Postbox,post_a_letter_standard
100129,Posting box,"8 Akatarawa Road, Upper Hutt",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100236,Posting box,"46 Box Hill, Khandallah, Wellington",Postbox,post_a_letter_standard
100254,Posting box,"168 Akatarawa Road, Brown Owl, Upper Hutt",Postbox,post_a_letter_standard
58136,Khandallah PostShop,"1 Ganges Road, Khandallah, Wellington 6035",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,parcel_collection"
60064,Khandallah PostShop,"1 Ganges Road, Khandallah, Wellington 6035",Postbox Lobby,box_lobby
100229,Posting box,"1 Ganges Road, Khandallah, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100238,Posting box,"54 Jubilee Road, Khandallah, Wellington",Postbox,post_a_letter_standard
100215,Posting box,"11 Swansea Street, Ngaio, Wellington",Postbox,post_a_letter_standard
100237,Posting box,"47 Awarua Street, Ngaio, Wellington",Postbox,post_a_letter_standard
72257,Village Four Square,"8 Moores Valley Road, Wainuiomata, Lower Hutt 5014",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60318,Homedale,"8 Moores Valley Road, Wainuiomata, Lower Hutt 5014",Postbox Lobby,box_lobby
100231,Posting box,"33 Waru Street, Khandallah, Wellington",Postbox,post_a_letter_standard
100241,Posting box,"69 Ottawa Road, Ngaio, Khandallah",Postbox,post_a_letter_standard
100228,Posting box,"27 Chelmsford Street, Ngaio, Wellington",Postbox,post_a_letter_standard
99042,Wellington CourierPost Depot,"36 Kaiwharawhara Road, Kaiwharawhara, Wellington 6035",Depot,""
72402,Crofton Road Dairy,"2 Crofton Road, Ngaio, Wellington 6035",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
100213,Posting box,"2 Crofton Road, Ngaio, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60444,Ngaio,"2 Crofton Road, Ngaio, Wellington 6035",Postbox Lobby,box_lobby
99986,Posting box,"36 Kaiwharawhara Road, Kaiwharawhara, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100212,Posting box,"2 Perth Street, Ngaio, Wellington",Postbox,post_a_letter_standard
100214,Posting box,"100 Barnard Street, Wadestown, Wellington",Postbox,post_a_letter_standard
99984,Posting box,"Inter Island Ferry Terminal, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100225,Posting box,"23 Silverstream Road, Crofton Downs, Wellington",Postbox,post_a_letter_standard
100245,Posting box,"96 Wadestown Road, Wadestown, Wellington",Postbox,post_a_letter_standard
100219,Posting box,"122 Churchill Drive, Chartwell, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100204,Posting box,"10 Oroua Street, Eastbourne",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60075,Eastbourne  Plus,"10 Oroua Street, Eastbourne, Lower Hutt 5013",Postbox Lobby,box_lobby
58069,Eastbourne,"10 Oroua Street, Eastbourne, Lower Hutt 5013",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill"
100248,Posting box,"26 Lennel Road, Wadestown, Wellington",Postbox,post_a_letter_standard
100220,Posting box,"98 Churchill Drive, Wilton, Wellington",Postbox,post_a_letter_standard
100118,Posting box,"4 Plateau Road, Te Marua, Upper Hutt",Postbox,post_a_letter_standard
100006,Posting box,"40 Tinakori Road, Thorndon, Wellington",Postbox,post_a_letter_standard
99990,Posting box,"194 Thorndon Quay, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100209,Posting box,"278 Muritai Road, Eastbourne",Postbox,post_a_letter_standard
99966,Posting box,"11 Park Street, Thorndon, Wellington",Postbox,post_a_letter_standard
100218,Posting box,"112 Mairangi Road, Wadestown, Wellington",Postbox,post_a_letter_standard
99987,Posting box,"9 Hobson Street, Thorndon, Wellington",Postbox,post_a_letter_standard
100007,Posting box,"41 Murphy Street, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99972,Posting box,"120 Molesworth Street, Thorndon, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58284,Thorndon PostShop,"Ground, 100 Molesworth Street, Thorndon, Wellington 6011",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,passport_and_id_photos,parcel_collection"
60205,Thorndon PostShop,"Ground, 100 Molesworth Street, Thorndon, Wellington 6011",Postbox Lobby,box_lobby
99980,Posting box,"174 Tinakori Road, Thorndon, Wellington",Postbox,post_a_letter_standard
99968,Posting box,"100 Molesworth Street, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99983,Posting box,"152 Bunny Street, Pipitea, Wellington",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100211,Posting box,"387 Muritai Road, Eastbourne",Postbox,post_a_letter_standard
92582,ParcelPod Bunny St,"Thorndon Quay,  Pipitea",Postbox Lobby,parcel_pod
